ESTACIÓN,CÓDIGO,X=N,Y=E,MUNICIPIO,CUENCA,AÑO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
Esclusa Tolón,2401518,1113740,1031620,Chiquinquirá,R. Suárez,1975,7.5,84.7,64.4,90.5,137.1,68.7,98.3,104.1,111.8,120.2,122.4,75.9
Guanquica No. 1,2120033,1065130,1015270,Tausa,Emb. Neusa,1959,12.0,64.1,42.2,44.8,133.1,60.2,55.1,58.6,47.1,163.1,115.2,55.8
La Unión,2120055,1030640,980540,Subachoque,R. Subachoque,2002,16.0,5.5,97.0,234.0,90.5,58.5,12.5,16.0,36.5,138.0,37.0,74.5
El Pino,2401027,1073640,1025580,Sutatausa,R. Suta,2016,11.8,11.1,52.8,110.1,49.2,15.7,20.9,9.7,43.8,127.0,145.6,58.7
El Hato No. 5,2401056,1068490,1013862,Carmen de Carupa,R. El Hato,1995,15.0,55.0,126.0,128.0,101.0,101.0,107.0,78.0,70.0,105.0,127.0,48.0
San Jorge,2120172,990160,987380,Soacha,R. Soacha,1970,32.4,30.8,18.6,28.6,89.9,67.1,57.1,31.1,91.9,110.0,91.4,27.8
Novilleros,2401519,1080650,1032380,Ubaté,R. Ubaté,1969,57.4,82.1,55.3,151.6,117.6,57.4,14.2,12.6,84.1,98.4,46.4,29.6
Esclusa Tolón,2401518,1113740,1031620,Chiquinquirá,R. Suárez,1984,58.8,49.3,52.8,31.6,62.8,131.5,69.5,51.2,38.5,47.8,33.5,8.2
Esc Vocacional Pacho,2306507,1061600,988700,Pacho,R. Negro,2015,100.7,70.0,187.4,123.5,43.3,6.8,24.8,10.1,19.3,57.3,65.9,24.8
Las Margaritas,2120071,1026200,980750,Subachoque,R. Subachoque,1975,3.5,143.0,140.9,91.9,186.7,73.8,175.5,157.5,179.0,168.5,302.0,225.0
Apto Guaymaral,2120559,1023950,1001550,Santafe de Bogotá,R. Bogotá,1966,11.5,26.3,73.8,63.6,87.2,84.0,45.6,80.2,84.6,70.0,183.7,71.7
Sutatausa,2401521,1071880,1025020,Sutatausa,R. Suta,1970,43.3,44.5,12.5,32.3,65.5,19.5,31.7,36.4,49.6,155.9,92.1,6.1
Esc Samper Madrid,2120641,988200,948800,Apulo,R. Calandaima,1987,0.0,0.0,64.6,134.2,194.4,17.7,49.6,39.6,127.4,151.4,116.3,45.9
Esc Samper Madrid,2120641,988200,948800,Apulo,R. Calandaima,1988,72.6,153.7,38.8,206.8,90.0,146.7,251.3,166.2,106.1,54.7,334.1,175.4
Esc Samper Madrid,2120641,988200,948800,Apulo,R. Calandaima,1989,42.6,143.8,91.1,77.6,157.1,48.6,13.8,68.6,136.6,328.8,91.9,21.9
Esc Samper Madrid,2120641,988200,948800,Apulo,R. Calandaima,1990,105.5,254.9,207.2,96.1,151.9,56.7,10.5,12.9,90.2,245.7,237.3,121.5
Esc Samper Madrid,2120641,988200,948800,Apulo,R. Calandaima,1991,35.9,45.5,262.0,135.1,107.9,35.6,24.0,53.0,185.8,51.4,230.8,136.6
Esc Samper Madrid,2120641,988200,948800,Apulo,R. Calandaima,1992,94.9,59.8,28.1,130.7,55.4,21.3,19.1,30.1,82.8,53.5,192.9,223.9
Esc Samper Madrid,2120641,988200,948800,Apulo,R. Calandaima,1993,68.6,23.7,111.4,152.8,149.5,10.6,29.8,15.5,73.1,73.2,59.4,52.3
Esc Samper Madrid,2120641,988200,948800,Apulo,R. Calandaima,1994,105.6,135.7,193.5,112.9,216.8,29.6,47.9,28.5,65.1,141.2,234.2,2.6
Esc Samper Madrid,2120641,988200,948800,Apulo,R. Calandaima,1995,15.0,83.4,97.8,88.2,92.5,123.6,79.0,106.9,55.0,136.6,152.2,108.2
Esc Samper Madrid,2120641,988200,948800,Apulo,R. Calandaima,1996,158.5,136.9,315.0,122.5,165.6,30.5,72.7,26.6,68.4,211.8,130.0,110.8
Esc Samper Madrid,2120641,988200,948800,Apulo,R. Calandaima,1997,123.1,157.5,172.1,224.1,156.3,85.0,12.4,0.0,51.6,28.6,45.4,47.3
Esc Samper Madrid,2120641,988200,948800,Apulo,R. Calandaima,1998,108.0,71.6,78.9,112.4,151.9,13.7,57.5,73.1,75.8,168.8,97.0,92.8
Esc Samper Madrid,2120641,988200,948800,Apulo,R. Calandaima,1999,53.5,160.4,88.0,180.5,37.1,251.5,11.8,22.2,243.6,207.6,153.0,152.7
Esc Samper Madrid,2120641,988200,948800,Apulo,R. Calandaima,2000,85.1,68.1,124.4,13.6,156.6,134.1,34.7,34.3,112.2,48.7,96.6,65.0
Esc Samper Madrid,2120641,988200,948800,Apulo,R. Calandaima,2001,53.0,81.0,141.9,68.3,49.2,43.4,37.3,1.1,61.4,188.2,53.6,155.8
Esc Samper Madrid,2120641,988200,948800,Apulo,R. Calandaima,2002,7.2,45.6,317.1,290.2,41.9,1.1,6.7,5.7,1.3,0.0,0.0,16.0
Esc Samper Madrid,2120641,988200,948800,Apulo,R. Calandaima,2003,5.7,38.3,131.0,41.0,3.2,0.0,5.8,3.4,65.2,270.9,102.7,20.4
Esc Samper Madrid,2120641,988200,948800,Apulo,R. Calandaima,2006,0.0,89.7,138.1,116.1,51.9,130.0,0.0,15.3,36.3,42.0,13.0,125.2
Esc Samper Madrid,2120641,988200,948800,Apulo,R. Calandaima,2007,26.4,18.1,171.7,68.7,96.5,16.0,4.7,38.0,12.9,281.8,171.4,36.2
Esc Samper Madrid,2120641,988200,948800,Apulo,R. Calandaima,2008,152.2,209.7,51.3,59.1,159.9,99.0,21.2,148.2,37.5,115.8,41.5,14.6
Esc Samper Madrid,2120641,988200,948800,Apulo,R. Calandaima,2009,49.0,60.3,206.7,68.2,120.6,107.0,14.2,3.4,94.5,164.1,195.2,62.2
Esc Samper Madrid,2120641,988200,948800,Apulo,R. Calandaima,2010,20.7,47.8,76.8,120.1,136.6,88.2,126.3,21.5,31.6,6.8,181.5,50.1
Esc Samper Madrid,2120641,988200,948800,Apulo,R. Calandaima,2011,0.0,93.9,83.6,367.3,74.5,7.1,43.6,22.5,0.0,69.0,335.4,31.0
Esc Samper Madrid,2120641,988200,948800,Apulo,R. Calandaima,2012,107.1,60.8,107.3,398.3,69.7,18.2,36.8,51.1,53.0,256.5,112.7,59.2
Esc Samper Madrid,2120641,988200,948800,Apulo,R. Calandaima,2013,0.0,41.2,59.9,98.1,188.4,44.1,12.3,29.3,94.5,49.6,252.8,98.3
San Jorge,2120172,990160,987380,Soacha,R. Soacha,1993,41.8,3.2,6.6,0.0,71.5,26.8,44.1,19.3,19.3,78.9,100.9,5.5
La Gacha,2401045,1117240,1042890,Saboyá,R. Suárez,1985,166.0,58.0,246.0,186.0,129.0,0.0,99.0,40.0,175.0,210.0,145.0,140.0
San Miguel de Sema,2401531,1102290,1040620,San Miguel de Sema,Lag. Fúquene,2008,101.0,87.0,99.8,166.0,249.0,39.0,62.9,136.0,69.3,182.0,245.1,114.0
Los Arrayanes,2401031,1109880,1040300,Tinjacá,R. Suárez,2016,4.0,16.6,127.8,257.3,144.0,27.0,26.4,0.0,41.5,164.3,128.3,115.5
La Selva,2120151,1058300,1047400,Chocontá,R. Bogotá,1966,0.0,20.0,191.0,55.0,109.0,212.0,262.0,269.0,143.0,134.6,212.0,380.0
El Salitre,2120088,1064200,1008400,Tausa,Emb. Neusa,2016,6.5,13.4,80.7,170.5,65.6,64.0,68.0,40.3,93.9,66.6,112.5,54.0
Salucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1973,3.0,18.0,2.0,64.0,75.0,89.5,106.6,151.2,97.0,76.0,61.8,16.8
San Miguel de Sema,2401531,1102290,1040620,San Miguel de Sema,Lag. Fúquene,1966,7.0,7.0,96.0,103.5,260.0,156.0,27.5,83.0,140.0,163.5,261.5,120.5
Torca,2120077,1021800,1005320,Santafe de Bogotá,R. Bogotá,2011,118.5,161.5,185.4,184.0,175.0,59.8,33.9,40.8,134.3,193.9,473.5,143.5
Los Arrayanes,2401031,1109880,1040300,Tinjacá,R. Suárez,1980,10.5,84.5,36.0,138.0,39.5,84.5,8.5,19.5,54.5,144.5,72.3,136.0
Guarani El Peñón,2120060,980870,976070,Sibaté,Emb. Muña,1961,37.0,46.0,101.0,136.5,55.0,76.0,77.0,57.0,27.0,159.0,231.0,13.0
Las Margaritas,2120071,1026200,980750,Subachoque,R. Subachoque,1983,5.0,6.0,34.0,168.0,50.5,52.0,4.0,2.0,93.0,106.0,55.0,31.0
Las Villetas,3509508,1112430,1129290,Aquitania,Lag. Tota,1989,4.4,10.5,123.6,65.9,96.1,63.4,73.8,33.0,51.8,48.3,51.2,32.3
San Jorge,2120172,990160,987380,Soacha,R. Soacha,1973,9.7,3.7,10.7,65.8,69.2,69.3,40.7,75.5,94.5,73.0,107.6,94.9
Edificio CAR,2120058,1000000,1000000,Santafe de Bogotá,Bogotá,2016,1.9,35.7,85.8,71.2,55.2,25.3,29.3,58.0,68.8,59.0,200.5,87.0
Esclusa Tolón,2401518,1113740,1031620,Chiquinquirá,R. Suárez,1996,26.0,86.1,138.4,47.9,162.9,94.2,54.5,52.9,35.5,190.1,72.7,59.5
Sta Isabel,2120787,1043930,1001520,Tabio,R. Frío,1976,25.0,47.0,124.0,162.0,124.0,75.0,37.0,73.0,105.0,152.0,154.0,0.0
El Bosque,2120085,986200,995560,Santafe de Bogotá,R. Tunjuelo,1991,21.0,26.5,92.7,139.9,134.4,112.0,260.4,208.7,68.4,45.7,133.0,53.7
La Virginia,2120046,1037985,1001130,Tabio,R. Frío,1959,38.6,31.4,56.3,89.6,114.0,83.6,94.7,63.8,50.9,70.8,85.0,39.9
Esc Vocacional Pacho,2306507,1061600,988700,Pacho,R. Negro,2018,97.6,82.4,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Triangulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,2006,52.7,3.3,136.3,124.4,108.8,115.5,25.2,22.1,25.8,121.1,107.4,114.9
El Triangulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1968,8.4,49.5,16.0,180.8,74.6,120.7,68.5,63.7,88.4,70.2,108.2,11.9
El Hato,2401035,1076620,1019050,Carmen de Carupa,R. El Hato,1974,31.2,34.1,101.4,92.0,53.5,29.5,19.1,33.9,131.7,74.3,67.6,18.1
Alto Saboya,2401520,1123700,1029290,Saboyá,R. Suárez,1992,29.0,51.0,31.0,60.0,78.5,39.0,54.0,27.0,47.0,50.0,107.0,62.0
Los Arrayanes,2401031,1109880,1040300,Tinjacá,R. Suárez,1990,33.5,91.0,128.5,243.5,78.9,0.0,57.0,4.6,19.5,371.0,152.5,29.4
Potrerito,3509505,1097510,1125520,Aquitania,Lag. Tota,1984,5.6,24.4,4.6,83.4,44.9,85.0,0.0,0.0,0.0,31.0,87.2,15.7
Esclusa Tolón,2401518,1113740,1031620,Chiquinquirá,R. Suárez,1953,66.0,66.0,88.0,77.0,250.0,63.0,31.0,9.0,188.0,245.0,144.0,25.0
Las Violetas,2120637,973395,931870,Agua de Dios,R. Bogotá,2018,84.0,45.2,155.1,128.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tisquesusa,2120631,1021250,977080,Facatativá,R. Subachoque,1994,26.5,76.0,107.6,70.3,88.7,49.3,15.1,20.2,51.9,139.9,97.9,4.8
Esclusa Tolón,2401518,1113740,1031620,Chiquinquirá,R. Suárez,1973,17.0,5.4,76.6,91.9,79.3,115.0,172.5,106.9,184.0,130.8,271.3,104.0
El Muña,2120561,993600,981280,Sibaté,Emb. Muña,1971,62.9,59.2,95.0,78.0,129.1,64.5,23.8,40.6,58.1,80.7,40.4,52.5
Las Cintas,3509509,1112800,1133900,Aquitania,Lag. Tota,1983,11.6,66.6,71.0,144.4,129.6,83.7,200.1,139.0,88.5,66.4,34.3,26.2
Agua Fría,2306033,1056980,957820,Quebradanegra,R. Tobia,1999,77.2,236.5,105.8,132.1,218.9,89.3,49.1,80.8,175.1,279.0,195.2,145.1
Paraiso Perdido,2120634,987300,976800,Sibaté,Emb. Muña,2013,26.9,56.4,46.2,123.8,104.4,47.0,40.1,29.4,39.7,46.8,80.9,88.3
San Miguel de Sema,2401531,1102290,1040620,San Miguel de Sema,Lag. Fúquene,1976,34.5,73.0,248.5,261.5,161.0,65.0,0.0,24.0,53.5,444.5,143.0,80.5
San Jorge,2120172,990160,987380,Soacha,R. Soacha,1979,18.4,8.6,37.8,114.0,98.6,117.5,51.5,54.0,62.2,130.5,172.8,25.5
Peñas Blancas,2120182,995200,967200,El Colegio,R. Bogotá,2017,124.9,164.2,369.7,128.4,149.5,76.6,68.0,82.8,71.0,196.2,210.2,239.7
El Hato No. 4,2401055,1069875,1012800,Carmen de Carupa,R. El Hato,1998,0.0,12.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Univ. Fusagasugá,2119514,967023,982265,Fusagasugá,R. Subia,2014,117.8,98.7,132.3,103.7,145.5,68.6,28.9,24.9,122.5,106.1,100.0,38.0
La Candelaria,2401026,1102050,1052390,Raquira,R. Sutamarchán,2017,63.8,134.9,121.9,104.8,89.7,67.4,7.5,22.3,25.2,83.5,162.9,33.8
Esclusa Tolón,2401518,1113740,1031620,Chiquinquirá,R. Suárez,1986,39.4,85.6,38.9,103.7,89.4,79.9,30.4,90.4,102.6,126.1,110.2,24.0
El Zarzal,2401051,1095650,1046980,Guachetá,Lag. Fúquene,1968,50.0,75.8,119.6,229.8,82.0,103.4,21.1,14.9,73.2,140.6,189.0,15.4
Salucio,2120027,1057200,1039700,Chocontá,R. Bogotá,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.2,74.3,37.0,35.6
La Esperanza,2120647,1012750,961000,La Mesa,R. Apulo,2003,50.0,115.0,110.9,281.6,15.4,22.4,43.2,57.7,94.8,161.1,143.4,79.0
Pozo Azul,2120181,969200,917550,Girardot,R. Bogotá,2003,0.7,67.1,120.0,24.6,0.0,0.0,0.0,8.5,74.6,224.8,166.5,46.2
Zipaquirá,2120074,1047850,1007620,Zipaquirá,R. Negro,2016,22.1,31.8,102.8,137.5,92.2,64.6,53.7,60.0,45.1,108.2,135.0,44.4
Sopó Yerbabuenita,2120014,1035140,1014527,Sopó,R. Teusacá,1938,46.0,54.9,85.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Pedregal,2401049,1070160,1022050,Sutatausa,R. Suta,2014,10.6,60.1,118.7,31.4,53.8,17.2,20.4,8.8,15.5,30.1,97.3,35.4
Tota,3509506,1107000,1121000,Tota,Lag. Tota,1989,1.5,7.2,160.2,34.3,89.2,64.5,23.3,28.7,72.7,46.5,34.2,50.6
Las Margaritas,2120071,1026200,980750,Subachoque,R. Subachoque,2019,10.0,81.0,128.0,275.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manjui,2120174,1022500,965100,Facatativá,R. Bojacá,2018,50.4,32.2,63.7,99.8,213.8,55.9,52.7,32.8,100.6,279.5,82.3,6.1
Manjui,2120174,1022500,965100,Facatativá,R. Bojacá,2019,18.9,50.5,65.6,102.0,0.0,75.9,0.0,0.0,0.0,0.0,0.0,0.0
El Llano,2120170,1063500,1026400,Tausa,R. Checua,2018,36.7,97.1,71.0,133.0,67.1,63.1,80.4,32.5,18.0,114.6,85.8,1.4
El Llano,2120170,1063500,1026400,Tausa,R. Checua,2019,17.4,21.0,74.8,97.0,60.4,80.3,0.0,0.0,0.0,0.0,0.0,0.0
Torca,2120077,1021800,1005320,Santafe de Bogotá,R. Bogotá,1972,174.5,114.5,191.5,330.5,168.0,154.0,114.0,61.0,43.5,146.0,213.0,43.0
Las Margaritas,2120071,1026200,980750,Subachoque,R. Subachoque,2000,15.0,130.0,85.0,90.0,180.0,75.0,69.0,63.0,175.0,115.0,45.0,55.0
Represa del Neusa,2120541,1060090,1011400,Cogua,Emb. Neusa,1983,18.0,82.1,67.3,130.4,80.7,38.7,78.2,34.8,38.8,72.6,32.7,53.6
La Unión,2120055,1030640,980540,Subachoque,R. Subachoque,2016,53.0,15.0,103.0,194.0,120.0,54.0,40.2,32.8,58.4,86.1,186.3,97.0
Las Villetas,3509508,1112430,1129290,Aquitania,Lag. Tota,1988,0.0,9.7,2.6,63.2,55.6,70.2,79.8,42.6,108.0,179.2,139.3,15.9
La Lumbre,2120525,1003730,987701,Santafe de Bogotá,R. Tunjuelo,1970,28.0,27.5,6.5,36.0,78.0,63.0,59.0,30.0,66.0,30.5,32.5,0.0
Represa del Neusa,2120541,1060090,1011400,Cogua,Emb. Neusa,1987,7.3,52.9,41.0,69.7,124.1,41.8,60.1,34.5,75.6,152.8,37.2,48.6
Las Margaritas,2120071,1026200,980750,Subachoque,R. Subachoque,1990,35.0,96.0,95.0,350.0,95.0,35.0,45.0,60.0,40.0,417.2,150.0,87.0
Argelia,2120644,974200,925400,Ricaurte,R. Bogotá,1999,60.8,139.9,25.6,182.5,20.3,155.4,49.4,4.3,48.9,131.4,71.5,74.7
Represa Sisga,2120539,1054000,1038500,Chocontá,Emb. Sisga,1991,26.0,26.7,115.0,87.1,78.5,100.0,199.0,213.5,58.3,60.0,77.7,27.5
Los Arrayanes,2401031,1109880,1040300,Tinjacá,R. Suárez,1986,107.0,94.5,124.5,208.5,94.0,51.5,11.5,37.5,127.0,357.0,177.5,62.0
El Pino,2401716,1074000,1026000,Sutatausa,R. Suta,1978,4.5,39.4,75.6,160.5,85.9,34.3,18.9,14.0,48.1,128.4,42.3,55.8
La Picota,2120156,995500,994600,Santafe de Bogotá,R. Tunjuelo,2008,7.1,62.0,47.9,63.9,161.5,80.5,73.2,78.4,38.8,74.8,131.6,58.4
Represa Sisga,2120539,1054000,1038500,Chocontá,Emb. Sisga,1994,45.0,28.7,56.8,88.4,152.7,120.4,245.4,163.8,109.8,140.2,72.0,20.4
Sutamarchán,2401029,1113200,1050440,Sutamarchán,R. Sutamarchán,2016,16.5,48.1,46.2,135.1,152.4,12.0,16.5,13.3,81.1,159.3,139.5,97.8
Usaquén,2120111,1010630,1005770,Santafe de Bogotá,R. Bogotá,1980,64.0,413.0,98.0,330.0,220.0,386.0,156.0,274.0,149.0,96.0,71.0,193.0
Socotá,2401037,1089260,1017290,Carmen de Carupa,R. Simijaca,2017,77.0,60.0,301.0,98.0,111.0,88.0,19.0,15.0,57.0,122.0,157.0,51.0
La Pradera,2120044,1044880,993954,Subachoque,R. Subachoque,2015,21.5,20.0,115.7,37.3,24.7,41.8,31.9,17.2,4.0,56.4,40.7,3.4
Tapias,2401028,1077715,1040005,Lenguazaque,R. Lenguazaque,2002,10.2,17.2,91.4,110.8,29.2,41.4,14.2,27.0,9.8,43.6,0.0,0.0
La Virginia,2120046,1037985,1001130,Tabio,R. Frío,1963,31.2,74.1,75.5,112.2,151.6,49.6,46.8,34.5,47.0,141.0,146.8,11.0
Ventalarga,2120026,1053180,1002950,Zipaquirá,R. Frío,1981,10.0,17.0,56.0,174.0,218.0,58.0,60.0,75.0,52.0,117.0,110.0,33.0
El Hatillo,2401030,1062470,1031590,Suesca,Lag. Suesca,2017,58.8,45.4,143.8,43.7,97.8,113.7,113.7,54.2,38.0,60.2,37.6,74.9
El Bosque,2120085,986200,995560,Santafe de Bogotá,R. Tunjuelo,2016,5.8,34.9,51.3,142.0,178.0,139.9,161.6,184.2,128.0,89.0,123.6,80.4
Torca,2120077,1021800,1005320,Santafe de Bogotá,R. Bogotá,1975,7.5,195.0,115.5,190.0,166.5,128.0,102.5,110.5,196.5,169.0,185.0,197.0
El Zarzal,2401051,1095650,1046980,Guachetá,Lag. Fúquene,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,106.8,78.8,163.2,85.8
Ventalarga,2120026,1053180,1002950,Zipaquirá,R. Frío,1992,21.0,55.6,82.4,73.6,106.4,32.9,113.5,55.6,0.0,0.0,0.0,0.0
El Hato No. 1,2401052,1077060,1017125,Carmen de Carupa,R. El Hato,2006,77.0,34.0,172.0,250.0,158.0,118.0,26.0,20.0,31.0,122.0,121.0,54.0
Tisquesusa,2120631,1021250,977080,Facatativá,R. Subachoque,1980,17.4,25.2,2.6,42.0,51.6,82.4,12.2,44.3,88.2,108.9,67.1,28.3
Negrete,2306308,991879,1055051,Pacho,Rionegro,2014,123.5,178.1,230.0,143.1,158.9,66.7,5.5,19.8,23.0,203.5,163.4,125.8
Esclusa Tolón,2401518,1113740,1031620,Chiquinquirá,R. Suárez,1969,38.9,59.5,91.7,191.1,96.2,83.5,34.3,9.0,161.0,211.3,143.6,82.2
Alco,2120159,1041700,1008000,Cajicá,R. Bogotá,1995,5.3,12.2,95.1,86.6,70.6,58.6,58.4,117.2,39.0,57.1,57.2,54.4
Negrete,2306308,991879,1055051,Pacho,Rionegro,2007,0.0,27.7,86.0,335.7,69.5,0.0,37.5,89.2,4.3,403.4,168.8,210.5
La Lumbre,2120525,1003730,987701,Santafe de Bogotá,R. Tunjuelo,1973,0.0,0.0,57.0,32.0,69.5,72.5,64.0,101.0,120.5,113.0,55.5,90.5
Acandy,2120141,1051680,1019820,Nemocón,R. Checua,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,133.0,67.0
La Unión,2120055,1030640,980540,Subachoque,R. Subachoque,2000,35.5,95.5,77.5,48.5,22.9,45.0,46.2,45.5,121.5,92.5,117.0,54.0
El Zarzal,2401051,1095650,1046980,Guachetá,Lag. Fúquene,1993,57.9,136.8,244.6,173.1,253.3,10.7,24.8,14.6,42.3,50.5,201.3,35.4
Sutamarchán,2401029,1113200,1050440,Sutamarchán,R. Sutamarchán,2014,16.4,55.8,88.4,85.3,136.9,21.7,32.8,19.8,28.4,76.7,113.4,77.8
Negrete,2306308,991879,1055051,Pacho,Rionegro,2016,60.8,75.9,244.6,241.2,125.1,24.8,11.8,21.3,76.0,237.1,319.6,149.6
La Victoria,2120640,985690,941710,Tocaima,R. Bogotá,2005,93.9,63.5,56.5,116.7,229.8,28.3,13.5,87.5,119.0,171.8,196.5,137.3
Guarani El Peñón,2120060,980870,976070,Sibaté,Emb. Muña,1968,69.0,54.0,16.0,201.5,91.5,199.5,28.5,40.0,75.0,141.0,134.5,21.0
Tota,3509506,1107000,1121000,Tota,Lag. Tota,1996,67.5,23.0,155.0,92.8,51.8,39.9,85.5,47.4,29.0,123.4,69.2,15.3
Zipaquirá,2120074,1047850,1007620,Zipaquirá,R. Negro,1948,9.2,35.2,38.0,51.4,120.6,61.8,34.4,29.0,58.5,85.5,55.0,33.3
Novilleros,2401519,1080650,1032380,Ubaté,R. Ubaté,2005,0.0,56.8,40.1,73.0,167.2,20.4,60.5,57.3,87.7,81.5,114.2,50.4
Agua Fría,2306033,1056980,957820,Quebradanegra,R. Tobia,2013,29.6,86.8,110.0,259.2,251.8,14.6,9.2,43.2,74.5,275.9,81.3,142.2
Esclusa Tolón,2401518,1113740,1031620,Chiquinquirá,R. Suárez,1968,46.8,46.1,68.8,263.1,124.1,133.8,17.0,26.7,129.0,131.0,94.7,13.1
San Jorge,2120172,990160,987380,Soacha,R. Soacha,1987,11.1,3.8,10.8,63.6,62.2,12.2,73.3,41.4,10.8,17.2,39.3,27.3
Represa Sisga,2120539,1054000,1038500,Chocontá,Emb. Sisga,2017,85.9,36.4,150.5,43.0,125.8,147.0,155.4,64.0,56.0,63.9,43.0,58.3
Los Lagos,2120635,990700,963500,Viotá,R. Calandaima,1999,161.5,209.8,193.4,156.0,95.2,83.5,36.9,40.6,140.1,167.1,186.4,87.9
Planadas,2120691,1050916,996822,Subachoque,R. Subachoque,2007,40.2,36.8,64.2,218.5,73.5,88.9,57.5,132.6,22.6,185.6,115.7,89.0
Planadas,2120691,1050916,996822,Subachoque,R. Subachoque,2008,75.2,87.3,148.8,89.0,136.7,73.6,96.6,210.7,91.5,120.9,253.5,78.6
Planadas,2120691,1050916,996822,Subachoque,R. Subachoque,2009,34.1,86.9,89.0,48.3,81.5,57.4,57.6,34.0,37.7,109.1,51.7,46.1
Planadas,2120691,1050916,996822,Subachoque,R. Subachoque,2010,14.5,42.1,28.3,213.3,113.2,57.9,118.0,64.1,133.1,117.9,298.7,84.8
Planadas,2120691,1050916,996822,Subachoque,R. Subachoque,2011,45.8,103.5,175.6,193.6,220.9,48.7,50.4,70.7,43.9,280.2,230.2,110.1
Planadas,2120691,1050916,996822,Subachoque,R. Subachoque,2012,95.6,22.4,92.1,179.0,47.9,85.6,140.6,91.6,36.2,131.6,102.4,23.9
Planadas,2120691,1050916,996822,Subachoque,R. Subachoque,2013,17.8,78.7,85.0,114.5,128.3,52.2,22.4,104.7,45.6,146.9,232.1,115.1
Sutamarchán,2401029,1113200,1050440,Sutamarchán,R. Sutamarchán,2018,85.9,55.3,108.9,174.7,149.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Pino,2401716,1074000,1026000,Sutatausa,R. Suta,1976,17.0,27.3,72.4,122.7,64.3,24.9,10.6,11.7,68.5,151.8,87.4,48.6
Novilleros,2401519,1080650,1032380,Ubaté,R. Ubaté,1990,12.0,36.2,74.5,134.8,67.4,17.1,37.1,24.6,9.6,174.4,106.8,54.6
Sutamarchán,2401029,1113200,1050440,Sutamarchán,R. Sutamarchán,1967,22.5,55.0,96.5,114.5,93.0,32.5,29.0,6.0,8.5,46.5,132.0,86.0
Novilleros,2401519,1080650,1032380,Ubaté,R. Ubaté,2011,49.5,78.0,149.2,255.0,123.4,53.3,56.2,52.6,11.7,119.2,216.0,89.8
Tisquesusa,2120631,1021250,977080,Facatativá,R. Subachoque,1969,37.9,27.9,37.7,85.3,98.6,45.4,14.8,30.5,81.5,156.1,83.1,34.4
Tapias,2401028,1077715,1040005,Lenguazaque,R. Lenguazaque,1986,18.5,118.9,30.3,87.8,67.5,120.7,44.8,15.6,55.5,175.2,102.9,4.7
Sutamarchán,2401029,1113200,1050440,Sutamarchán,R. Sutamarchán,1983,5.0,2.0,54.0,157.0,143.0,18.0,10.0,0.0,30.0,102.0,74.0,88.0
La Lumbre,2120525,1003730,987701,Santafe de Bogotá,R. Tunjuelo,1969,66.0,21.4,28.5,115.8,37.7,55.7,18.6,46.0,57.0,131.9,45.9,33.6
El Morro,2401050,1091050,1053350,Samaca,R. Teatinos,1970,95.6,98.2,27.5,53.1,167.2,104.7,156.6,118.4,96.2,218.9,144.1,32.3
El Triangulo,2401039,1078310,1051230,Lenguazaque,R. Lenguazaque,1966,4.5,0.0,109.5,64.5,58.0,94.5,61.0,64.0,52.0,54.5,153.5,124.5
La Unión,2120055,1030640,980540,Subachoque,R. Subachoque,2007,17.4,0.0,61.5,130.2,61.5,66.5,21.3,120.0,41.0,220.0,140.0,168.2
El Hato No. 1,2401052,1077060,1017125,Carmen de Carupa,R. El Hato,1999,64.0,123.0,57.0,130.0,72.0,71.0,22.0,52.0,186.0,222.0,74.0,88.0
Potrerito,3509505,1097510,1125520,Aquitania,Lag. Tota,1979,8.0,16.0,78.0,149.0,92.0,160.0,80.0,90.0,76.0,173.0,144.0,36.0
Las Margaritas,2120071,1026200,980750,Subachoque,R. Subachoque,2011,65.0,96.0,252.0,202.0,221.0,151.0,78.0,50.0,57.0,320.0,379.0,163.0
Acandy,2120141,1051680,1019820,Nemocón,R. Checua,2010,0.0,2.5,13.4,141.5,100.2,87.1,124.3,66.1,96.9,91.9,208.2,61.5
Novilleros,2401519,1080650,1032380,Ubaté,R. Ubaté,2017,37.6,19.6,146.1,60.9,116.2,69.4,17.8,29.1,20.9,50.0,105.0,72.0
Las Margaritas,2120071,1026200,980750,Subachoque,R. Subachoque,2018,0.0,37.0,176.0,288.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
